iter	Passed	Remaining
1666	24784	33184
1667	24797	33167
1668	24810	33150
1669	24823	33132
1670	24842	33123
1671	24856	33106
1672	24870	33091
1673	24885	33076
1674	24899	33059
1675	24917	33049
1676	24932	33035
1677	24949	33023
1678	24967	33011
1679	24986	33002
1680	25007	32996
1681	25023	32983
1682	25038	32967
1683	25053	32952
1684	25066	32936
1685	25085	32927
1686	25099	32910
1687	25112	32893
1688	25125	32876
1689	25139	32860
1690	25157	32848
1691	25174	32837
1692	25190	32823
1693	25204	32807
1694	25218	32791
1695	25237	32781
1696	25250	32765
1697	25264	32748
1698	25279	32734
1699	25295	32720
1700	25313	32710
1701	25327	32693
1702	25341	32677
1703	25355	32660
1704	25367	32643
1705	25385	32632
1706	25399	32616
1707	25417	32604
1708	25434	32592
1709	25452	32582
1710	25474	32576
1711	25492	32565
1712	25507	32550
1713	25522	32535
1714	25536	32519
1715	25553	32507
1716	25567	32491
1717	25580	32474
1718	25593	32457
1719	25606	32439
1720	25625	32430
1721	25639	32414
1722	25654	32399
1723	25667	32381
1724	25680	32364
1725	25696	32351
1726	25709	32334
1727	25722	32317
1728	25735	32300
1729	25748	32282
1730	25765	32269
1731	25777	32251
1732	25790	32234
1733	25803	32217
1734	25816	32199
1735	25833	32187
1736	25846	32170
1737	25859	32152
1738	25871	32135
1739	25884	32118
1740	25902	32106
1741	25915	32089
1742	25927	32071
1743	25940	32054
1744	25954	32037
1745	25971	32025
1746	25984	32008
1747	25997	31991
1748	26010	31973
1749	26023	31956
1750	26040	31945
1751	26054	31929
1752	26066	31910
1753	26079	31893
1754	26091	31875
1755	26108	31861
1756	26121	31845
1757	26134	31828
1758	26151	31816
1759	26168	31803
1760	26185	31791
1761	26199	31775
1762	26212	31758
1763	26225	31741
1764	26238	31724
1765	26256	31712
1766	26269	31695
1767	26281	31678
1768	26294	31660
1769	26308	31645
1770	26326	31633
1771	26339	31616
1772	26352	31599
1773	26366	31583
1774	26380	31567
1775	26397	31555
1776	26410	31538
1777	26423	31521
1778	26437	31504
1779	26450	31488
1780	26468	31476
1781	26481	31459
1782	26493	31441
1783	26505	31423
1784	26519	31407
1785	26536	31395
1786	26549	31378
1787	26563	31361
1788	26576	31344
1789	26589	31328
1790	26611	31321
1791	26625	31305
1792	26637	31288
1793	26651	31271
1794	26664	31254
1795	26682	31243
1796	26696	31227
1797	26710	31211
1798	26723	31194
1799	26737	31178
1800	26754	31166
1801	26767	31149
1802	26781	31133
1803	26794	31116
1804	26807	31099
1805	26825	31088
1806	26840	31073
1807	26854	31057
1808	26867	31041
1809	26881	31025
1810	26899	31014
1811	26913	30997
1812	26925	30980
1813	26937	30961
1814	26949	30943
1815	26965	30929
1816	26978	30912
1817	26990	30895
1818	27003	30878
1819	27017	30861
1820	27036	30852
1821	27054	30841
1822	27068	30825
1823	27081	30808
1824	27093	30790
1825	27111	30778
1826	27124	30762
1827	27138	30745
1828	27152	30730
1829	27165	30712
1830	27182	30701
1831	27195	30684
1832	27208	30666
1833	27221	30650
1834	27233	30632
1835	27251	30620
1836	27264	30603
1837	27276	30585
1838	27288	30568
1839	27302	30551
1840	27319	30539
1841	27332	30522
1842	27345	30505
1843	27358	30488
1844	27370	30470
1845	27386	30457
1846	27399	30441
1847	27412	30423
1848	27425	30407
1849	27438	30390
1850	27455	30377
1851	27467	30359
1852	27481	30343
1853	27493	30325
1854	27506	30308
1855	27522	30295
1856	27535	30278
1857	27548	30261
1858	27560	30243
1859	27572	30226
1860	27589	30213
1861	27601	30195
1862	27613	30178
1863	27627	30161
1864	27644	30149
1865	27663	30139
1866	27677	30123
1867	27690	30107
1868	27703	30089
1869	27716	30073
1870	27735	30062
1871	27748	30046
1872	27763	30031
1873	27777	30015
1874	27790	29998
1875	27807	29986
1876	27820	29969
1877	27833	29953
1878	27846	29935
1879	27858	29918
1880	27876	29907
1881	27894	29895
1882	27912	29884
1883	27927	29869
1884	27943	29855
1885	27961	29843
1886	27975	29828
1887	27990	29814
1888	28008	29802
1889	28027	29791
1890	28044	29780
1891	28059	29764
1892	28073	29749
1893	28090	29736
1894	28105	29722
1895	28122	29709
1896	28136	29693
1897	28150	29677
1898	28163	29661
1899	28176	29644
1900	28194	29633
1901	28206	29615
1902	28218	29598
1903	28231	29580
1904	28247	29567
1905	28269	29559
1906	28286	29547
1907	28302	29533
1908	28317	29519
1909	28331	29503
1910	28349	29491
1911	28361	29474
1912	28374	29457
1913	28387	29440
1914	28400	29423
1915	28420	29413
1916	28435	29399
1917	28451	29386
1918	28466	29371
1919	28480	29356
1920	28498	29344
1921	28512	29328
1922	28526	29312
1923	28538	29294
1924	28551	29278
1925	28568	29265
1926	28580	29248
1927	28593	29231
1928	28607	29215
1929	28620	29198
1930	28636	29185
1931	28649	29168
1932	28663	29152
1933	28677	29136
1934	28690	29120
1935	28708	29108
1936	28722	29092
1937	28735	29076
1938	28749	29060
1939	28762	29043
1940	28779	29031
1941	28793	29015
1942	28805	28998
1943	28818	28981
1944	28831	28965
1945	28848	28952
1946	28860	28934
1947	28872	28917
1948	28884	28898
1949	28896	28881
1950	28914	28870
1951	28926	28852
1952	28939	28835
1953	28954	28820
1954	28967	28804
1955	28990	28797
1956	29005	28783
1957	29018	28766
1958	29032	28750
1959	29044	28733
1960	29063	28722
1961	29076	28706
1962	29089	28689
1963	29102	28672
1964	29116	28657
1965	29134	28645
1966	29147	28629
1967	29161	28613
1968	29176	28598
1969	29189	28582
1970	29221	28584
1971	29243	28575
1972	29258	28561
1973	29273	28547
1974	29288	28532
1975	29308	28522
1976	29321	28505
1977	29334	28489
1978	29348	28473
1979	29359	28455
1980	29380	28445
1981	29392	28429
1982	29407	28414
1983	29422	28399
1984	29441	28388
1985	29461	28378
1986	29476	28363
1987	29491	28349
1988	29506	28334
1989	29522	28321
1990	29539	28308
1991	29552	28291
1992	29567	28276
1993	29584	28264
1994	29604	28253
1995	29636	28255
1996	29659	28248
1997	29682	28241
1998	29700	28229
1999	29716	28215
2000	29735	28205
2001	29754	28194
2002	29772	28182
2003	29795	28174
2004	29813	28163
2005	29830	28150
2006	29843	28133
2007	29856	28116
2008	29869	28100
2009	29884	28085
2010	29904	28075
2011	29918	28060
2012	29933	28044
2013	29948	28030
2014	29963	28015
2015	29981	28003
2016	29995	27988
2017	30008	27971
2018	30021	27954
2019	30034	27938
2020	30052	27925
2021	30065	27909
2022	30080	27894
2023	30094	27878
2024	30107	27862
2025	30126	27851
2026	30142	27837
2027	30160	27825
2028	30177	27812
2029	30190	27796
2030	30208	27784
2031	30222	27768
2032	30235	27751
2033	30248	27735
2034	30261	27718
2035	30278	27705
2036	30293	27690
2037	30306	27674
2038	30318	27657
2039	30332	27641
2040	30349	27628
2041	30362	27611
2042	30375	27594
2043	30386	27576
2044	30398	27559
2045	30414	27545
2046	30427	27528
2047	30439	27511
2048	30456	27498
2049	30469	27481
2050	30488	27470
2051	30504	27456
2052	30519	27442
2053	30534	27427
2054	30547	27411
2055	30568	27401
2056	30581	27385
2057	30595	27369
2058	30608	27352
2059	30622	27337
2060	30641	27326
2061	30656	27311
2062	30672	27297
2063	30687	27282
2064	30700	27266
2065	30718	27254
2066	30732	27238
2067	30743	27220
2068	30756	27203
2069	30768	27186
2070	30785	27173
2071	30799	27158
2072	30813	27141
2073	30826	27125
2074	30839	27109
2075	30857	27097
2076	30871	27081
2077	30883	27064
2078	30896	27047
2079	30910	27031
2080	30928	27019
2081	30942	27004
2082	30955	26987
2083	30968	26971
2084	30981	26954
2085	30998	26941
2086	31011	26924
2087	31025	26909
2088	31040	26894
2089	31054	26878
2090	31071	26865
2091	31084	26849
2092	31099	26835
2093	31114	26820
2094	31128	26804
2095	31145	26791
2096	31159	26775
2097	31172	26759
2098	31185	26743
2099	31198	26727
2100	31217	26715
2101	31232	26700
2102	31244	26682
2103	31257	26666
2104	31270	26650
2105	31289	26639
2106	31308	26627
2107	31325	26614
2108	31340	26599
2109	31355	26585
2110	31372	26572
2111	31386	26556
2112	31401	26541
2113	31415	26526
2114	31428	26509
2115	31446	26497
2116	31460	26481
2117	31473	26466
2118	31487	26449
2119	31500	26433
2120	31517	26420
2121	31531	26404
2122	31544	26388
2123	31560	26374
2124	31576	26360
2125	31593	26347
2126	31606	26331
2127	31619	26315
2128	31633	26299
2129	31646	26283
2130	31664	26270
2131	31676	26253
2132	31690	26237
2133	31703	26221
2134	31716	26205
2135	31733	26192
2136	31747	26176
2137	31760	26159
2138	31773	26143
2139	31786	26127
2140	31804	26115
2141	31819	26100
2142	31832	26084
2143	31847	26068
2144	31864	26055
2145	31882	26043
2146	31895	26027
2147	31907	26010
2148	31921	25994
2149	31935	25978
2150	31956	25969
2151	31973	25956
2152	31988	25941
2153	32001	25925
2154	32015	25909
2155	32032	25896
2156	32044	25879
2157	32058	25863
2158	32073	25848
2159	32087	25833
2160	32107	25822
2161	32121	25806
2162	32133	25789
2163	32144	25772
2164	32157	25755
2165	32176	25744
2166	32191	25729
2167	32207	25715
2168	32221	25699
2169	32236	25684
2170	32254	25673
2171	32267	25656
2172	32281	25640
2173	32295	25625
2174	32308	25608
2175	32325	25595
2176	32339	25580
2177	32354	25565
2178	32367	25549
2179	32380	25532
2180	32397	25519
2181	32411	25504
2182	32424	25488
2183	32438	25472
2184	32453	25457
2185	32471	25445
2186	32488	25431
2187	32501	25416
2188	32515	25400
2189	32528	25384
2190	32546	25371
2191	32559	25355
2192	32571	25338
2193	32585	25322
2194	32597	25305
2195	32614	25292
2196	32628	25277
2197	32645	25263
2198	32663	25251
2199	32680	25238
2200	32702	25228
2201	32719	25215
2202	32736	25202
2203	32749	25186
2204	32763	25170
2205	32780	25157
2206	32793	25141
2207	32807	25125
2208	32820	25109
2209	32837	25095
2210	32856	25084
2211	32870	25069
2212	32884	25053
2213	32898	25037
2214	32912	25022
2215	32930	25009
2216	32944	24994
2217	32957	24977
2218	32969	24961
2219	32983	24945
2220	33001	24933
2221	33014	24916
2222	33027	24900
2223	33042	24885
2224	33056	24870
2225	33076	24859
2226	33090	24843
2227	33103	24827
2228	33117	24811
2229	33131	24796
2230	33150	24784
2231	33162	24768
2232	33175	24751
2233	33188	24735
2234	33200	24718
2235	33217	24704
2236	33230	24688
2237	33244	24673
2238	33257	24657
2239	33270	24640
2240	33286	24627
2241	33300	24611
2242	33314	24595
2243	33328	24580
2244	33342	24564
2245	33361	24553
2246	33374	24537
2247	33387	24520
2248	33402	24505
2249	33415	24489
2250	33432	24476
2251	33445	24460
2252	33458	24443
2253	33471	24427
2254	33484	24411
2255	33503	24399
2256	33517	24384
2257	33534	24371
2258	33548	24355
2259	33562	24339
2260	33579	24327
2261	33592	24310
2262	33607	24296
2263	33623	24281
2264	33638	24266
2265	33656	24254
2266	33669	24238
2267	33684	24223
2268	33697	24207
2269	33711	24192
2270	33729	24179
2271	33743	24163
2272	33756	24147
2273	33769	24131
2274	33783	24116
2275	33801	24103
2276	33814	24087
2277	33829	24072
2278	33843	24057
2279	33857	24041
2280	33876	24029
2281	33890	24014
2282	33904	23999
2283	33918	23983
2284	33932	23967
2285	33949	23954
2286	33963	23939
2287	33977	23924
2288	33990	23907
2289	34003	23891
2290	34022	23879
2291	34035	23863
2292	34049	23847
2293	34064	23833
2294	34076	23816
2295	34094	23803
2296	34107	23787
2297	34120	23771
2298	34133	23755
2299	34147	23739
2300	34165	23726
2301	34178	23711
2302	34191	23695
2303	34205	23679
2304	34218	23663
2305	34235	23650
2306	34248	23633
2307	34262	23618
2308	34275	23602
2309	34288	23586
2310	34305	23572
2311	34319	23557
2312	34334	23542
2313	34348	23527
2314	34362	23511
2315	34379	23498
2316	34393	23483
2317	34409	23468
2318	34426	23456
2319	34440	23440
2320	34459	23427
2321	34473	23413
2322	34487	23397
2323	34501	23382
2324	34515	23366
2325	34533	23354
2326	34548	23338
2327	34561	23323
2328	34575	23307
2329	34589	23292
2330	34607	23279
2331	34621	23263
2332	34634	23248
2333	34649	23233
2334	34662	23217
2335	34681	23205
2336	34695	23189
2337	34709	23174
2338	34722	23158
2339	34736	23142
2340	34754	23130
2341	34769	23115
2342	34782	23099
2343	34796	23084
2344	34812	23069
2345	34830	23057
2346	34844	23041
2347	34860	23027
2348	34876	23013
2349	34889	22997
2350	34908	22985
2351	34921	22969
2352	34936	22954
2353	34950	22938
2354	34963	22923
2355	34982	22910
2356	34995	22895
2357	35011	22880
2358	35025	22865
2359	35039	22850
2360	35057	22837
2361	35071	22821
2362	35084	22805
2363	35098	22790
2364	35113	22775
2365	35130	22762
2366	35144	22746
2367	35158	22730
2368	35171	22714
2369	35187	22701
2370	35210	22691
2371	35224	22676
2372	35239	22661
2373	35255	22647
2374	35269	22632
2375	35288	22619
2376	35304	22605
2377	35318	22590
2378	35332	22574
2379	35348	22560
2380	35366	22547
2381	35380	22532
2382	35393	22516
2383	35406	22500
2384	35420	22484
2385	35439	22472
2386	35453	22457
2387	35466	22441
2388	35481	22426
2389	35494	22410
2390	35514	22398
2391	35528	22383
2392	35542	22368
2393	35559	22354
2394	35576	22341
2395	35596	22329
2396	35613	22315
2397	35630	22302
2398	35645	22287
2399	35659	22272
2400	35677	22259
2401	35691	22244
2402	35704	22227
2403	35717	22212
2404	35730	22196
2405	35752	22185
2406	35766	22170
2407	35780	22154
2408	35792	22137
2409	35805	22122
2410	35823	22109
2411	35837	22093
2412	35851	22078
2413	35864	22062
2414	35878	22047
2415	35896	22034
2416	35909	22017
2417	35922	22002
2418	35937	21987
2419	35952	21972
2420	35972	21960
2421	35987	21946
2422	36000	21930
2423	36015	21915
2424	36030	21900
2425	36047	21887
2426	36061	21871
2427	36075	21856
2428	36089	21840
2429	36103	21825
2430	36121	21812
2431	36136	21797
2432	36149	21781
2433	36162	21766
2434	36175	21749
2435	36193	21736
2436	36205	21720
2437	36218	21704
2438	36230	21687
2439	36242	21671
2440	36259	21657
2441	36272	21641
2442	36285	21625
2443	36298	21609
2444	36312	21594
2445	36330	21581
2446	36343	21565
2447	36358	21550
2448	36371	21534
2449	36386	21519
2450	36405	21507
2451	36418	21491
2452	36432	21476
2453	36444	21459
2454	36456	21443
2455	36473	21429
2456	36486	21413
2457	36499	21397
2458	36511	21381
2459	36523	21364
2460	36541	21352
2461	36555	21336
2462	36567	21319
2463	36579	21303
2464	36595	21288
2465	36612	21275
2466	36625	21259
2467	36638	21243
2468	36651	21227
2469	36664	21211
2470	36680	21198
2471	36695	21183
2472	36710	21168
2473	36724	21152
2474	36737	21136
2475	36754	21123
2476	36766	21106
2477	36778	21090
2478	36790	21074
2479	36802	21057
2480	36818	21043
2481	36831	21027
2482	36846	21012
2483	36861	20997
2484	36874	20982
2485	36893	20969
2486	36905	20953
2487	36919	20937
2488	36931	20921
2489	36945	20905
2490	36961	20891
2491	36974	20876
2492	36987	20859
2493	37000	20844
2494	37011	20827
2495	37029	20814
2496	37043	20798
2497	37058	20784
2498	37072	20768
2499	37085	20753
2500	37104	20740
2501	37118	20725
2502	37133	20710
2503	37147	20694
2504	37159	20678
2505	37177	20665
2506	37189	20649
2507	37203	20633
2508	37216	20617
2509	37231	20603
2510	37248	20590
2511	37262	20574
2512	37276	20559
2513	37288	20542
2514	37301	20526
2515	37319	20513
2516	37332	20498
2517	37346	20482
2518	37358	20466
2519	37371	20450
2520	37390	20438
2521	37404	20422
2522	37417	20406
2523	37432	20391
2524	37447	20377
2525	37465	20364
2526	37477	20348
2527	37492	20333
2528	37505	20317
2529	37519	20302
2530	37537	20288
2531	37551	20273
2532	37564	20257
2533	37577	20242
2534	37590	20226
2535	37606	20212
2536	37620	20196
2537	37633	20180
2538	37646	20165
2539	37659	20149
2540	37675	20135
2541	37688	20119
2542	37702	20103
2543	37715	20088
2544	37728	20072
2545	37745	20058
2546	37759	20043
2547	37773	20028
2548	37786	20012
2549	37801	19997
2550	37818	19984
2551	37832	19968
2552	37844	19952
2553	37858	19937
2554	37871	19921
2555	37891	19909
2556	37906	19894
2557	37921	19879
2558	37936	19865
2559	37953	19851
2560	37975	19840
2561	37992	19826
2562	38005	19810
2563	38017	19794
2564	38030	19779
2565	38047	19765
2566	38061	19749
2567	38074	19734
2568	38087	19718
2569	38099	19702
2570	38117	19688
2571	38130	19673
2572	38142	19656
2573	38155	19641
2574	38167	19624
2575	38183	19610
2576	38195	19594
2577	38207	19577
2578	38221	19562
2579	38234	19546
2580	38250	19532
2581	38264	19517
2582	38280	19503
2583	38293	19487
2584	38307	19472
2585	38324	19458
2586	38338	19443
2587	38350	19427
2588	38362	19411
2589	38377	19396
2590	38393	19382
2591	38405	19365
2592	38418	19349
2593	38431	19334
2594	38445	19319
2595	38462	19305
2596	38478	19291
2597	38492	19275
2598	38507	19261
2599	38520	19245
2600	38539	19232
2601	38556	19219
2602	38570	19203
2603	38584	19188
2604	38598	19173
2605	38614	19159
2606	38628	19143
2607	38641	19128
2608	38654	19112
2609	38668	19097
2610	38685	19083
2611	38697	19067
2612	38710	19051
2613	38725	19036
2614	38742	19023
2615	38761	19010
2616	38776	18995
2617	38791	18980
2618	38806	18966
2619	38821	18951
2620	38843	18940
2621	38859	18925
2622	38874	18910
2623	38888	18896
2624	38903	18881
2625	38922	18868
2626	38937	18853
2627	38950	18837
2628	38963	18822
2629	38976	18806
2630	38994	18793
2631	39007	18777
2632	39022	18762
2633	39034	18746
2634	39048	18731
2635	39065	18717
2636	39079	18702
2637	39096	18688
2638	39109	18673
2639	39124	18658
2640	39141	18644
2641	39154	18628
2642	39169	18613
2643	39183	18598
2644	39198	18584
2645	39217	18571
2646	39231	18555
2647	39245	18540
2648	39259	18525
2649	39273	18510
2650	39291	18497
2651	39306	18482
2652	39320	18467
2653	39337	18453
2654	39350	18437
2655	39368	18424
2656	39383	18409
2657	39396	18394
2658	39410	18378
2659	39424	18363
2660	39443	18350
2661	39458	18335
2662	39472	18320
2663	39485	18305
2664	39500	18290
2665	39518	18277
2666	39533	18262
2667	39549	18247
2668	39563	18232
2669	39577	18217
2670	39596	18204
2671	39610	18189
2672	39624	18174
2673	39640	18159
2674	39654	18144
2675	39672	18131
2676	39686	18116
2677	39700	18101
2678	39715	18086
2679	39729	18070
2680	39749	18058
2681	39762	18043
2682	39776	18027
2683	39792	18013
2684	39810	17999
2685	39832	17988
2686	39846	17973
2687	39860	17958
2688	39874	17942
2689	39888	17927
2690	39907	17914
2691	39924	17900
2692	39941	17886
2693	39955	17871
2694	39971	17857
2695	39989	17844
2696	40005	17829
2697	40019	17814
2698	40034	17799
2699	40049	17784
2700	40066	17770
2701	40079	17755
2702	40093	17740
2703	40107	17724
2704	40121	17709
2705	40139	17696
2706	40153	17681
2707	40166	17665
2708	40180	17650
2709	40194	17635
2710	40212	17621
2711	40226	17606
2712	40241	17591
2713	40254	17576
2714	40269	17561
2715	40287	17547
2716	40301	17532
2717	40314	17516
2718	40326	17501
2719	40340	17485
2720	40357	17472
2721	40371	17456
2722	40386	17441
2723	40402	17427
2724	40417	17412
2725	40437	17400
2726	40451	17385
2727	40465	17370
2728	40479	17354
2729	40495	17340
2730	40515	17327
2731	40529	17312
2732	40544	17297
2733	40559	17283
2734	40573	17267
2735	40590	17254
2736	40604	17238
2737	40617	17223
2738	40630	17207
2739	40644	17192
2740	40663	17179
2741	40677	17164
2742	40691	17149
2743	40706	17133
2744	40721	17119
2745	40739	17105
2746	40753	17090
2747	40767	17075
2748	40783	17060
2749	40798	17046
2750	40816	17033
2751	40831	17017
2752	40846	17003
2753	40859	16987
2754	40872	16971
2755	40889	16958
2756	40905	16943
2757	40921	16929
2758	40935	16914
2759	40948	16898
2760	40967	16885
2761	40982	16870
2762	40997	16855
2763	41012	16841
2764	41026	16825
2765	41043	16812
2766	41057	16796
2767	41071	16781
2768	41085	16766
2769	41099	16751
2770	41116	16737
2771	41131	16722
2772	41145	16707
2773	41158	16691
2774	41172	16676
2775	41189	16662
2776	41203	16647
2777	41217	16632
2778	41230	16616
2779	41244	16601
2780	41262	16588
2781	41276	16572
2782	41290	16557
2783	41304	16542
2784	41318	16527
2785	41337	16514
2786	41351	16499
2787	41365	16483
2788	41378	16468
2789	41391	16452
2790	41409	16439
2791	41425	16424
2792	41437	16408
2793	41450	16393
2794	41464	16378
2795	41481	16364
2796	41496	16349
2797	41510	16334
2798	41524	16319
2799	41537	16303
2800	41554	16289
2801	41569	16274
2802	41583	16259
2803	41597	16244
2804	41612	16229
2805	41630	16215
2806	41643	16200
2807	41657	16185
2808	41671	16170
2809	41686	16155
2810	41707	16143
2811	41724	16129
2812	41741	16114
2813	41754	16099
2814	41768	16084
2815	41786	16070
2816	41799	16055
2817	41813	16039
2818	41827	16024
2819	41840	16009
2820	41858	15995
2821	41872	15980
2822	41884	15964
2823	41900	15950
2824	41916	15935
2825	41934	15922
2826	41946	15906
2827	41959	15890
2828	41972	15874
2829	41984	15859
2830	42002	15845
2831	42015	15829
2832	42028	15814
2833	42041	15798
2834	42053	15783
2835	42071	15769
2836	42084	15753
2837	42097	15738
2838	42110	15722
2839	42122	15707
2840	42140	15693
2841	42153	15677
2842	42167	15662
2843	42181	15647
2844	42194	15631
2845	42211	15617
2846	42224	15602
2847	42236	15586
2848	42250	15571
2849	42264	15556
2850	42281	15542
2851	42294	15526
2852	42307	15511
2853	42321	15496
2854	42337	15481
2855	42359	15469
2856	42377	15455
2857	42394	15441
2858	42410	15427
2859	42425	15412
2860	42445	15399
2861	42458	15384
2862	42473	15369
2863	42487	15354
2864	42500	15338
2865	42521	15325
2866	42538	15311
2867	42551	15296
2868	42564	15281
2869	42577	15265
2870	42594	15251
2871	42608	15236
2872	42622	15221
2873	42635	15205
2874	42649	15190
2875	42667	15176
2876	42680	15161
2877	42693	15146
2878	42706	15130
2879	42720	15115
2880	42738	15101
2881	42751	15086
2882	42764	15070
2883	42777	15055
2884	42791	15040
2885	42811	15027
2886	42826	15012
2887	42841	14997
2888	42855	14982
2889	42868	14966
2890	42885	14952
2891	42898	14937
2892	42911	14921
2893	42924	14906
2894	42938	14891
2895	42956	14877
2896	42972	14863
2897	42986	14848
2898	43001	14833
2899	43015	14818
2900	43034	14804
2901	43049	14789
2902	43063	14774
2903	43077	14759
2904	43091	14744
2905	43108	14730
2906	43122	14715
2907	43136	14700
2908	43150	14685
2909	43163	14669
2910	43181	14655
2911	43195	14640
2912	43209	14625
2913	43221	14610
2914	43235	14594
2915	43254	14581
2916	43269	14566
2917	43283	14551
2918	43300	14537
2919	43317	14523
2920	43339	14510
2921	43353	14495
2922	43366	14480
2923	43380	14465
2924	43393	14449
2925	43411	14435
2926	43424	14420
2927	43438	14405
2928	43451	14389
2929	43464	14374
2930	43483	14360
2931	43497	14345
2932	43510	14330
2933	43523	14315
2934	43537	14299
2935	43554	14285
2936	43568	14270
2937	43581	14255
2938	43594	14239
2939	43608	14224
2940	43626	14210
2941	43639	14195
2942	43653	14180
2943	43667	14165
2944	43679	14149
2945	43696	14135
2946	43709	14119
2947	43721	14104
2948	43734	14088
2949	43746	14072
2950	43767	14060
2951	43781	14044
2952	43796	14030
2953	43810	14015
2954	43825	14000
2955	43844	13986
2956	43858	13971
2957	43872	13956
2958	43885	13941
2959	43899	13926
2960	43918	13912
2961	43932	13897
2962	43946	13882
2963	43960	13867
2964	43974	13852
2965	43996	13839
2966	44011	13824
2967	44025	13809
2968	44039	13794
2969	44052	13779
2970	44071	13765
2971	44085	13750
2972	44099	13735
2973	44112	13720
2974	44125	13704
2975	44142	13690
2976	44156	13675
2977	44169	13660
2978	44182	13644
2979	44195	13629
2980	44213	13615
2981	44226	13600
2982	44240	13585
2983	44255	13570
2984	44268	13555
2985	44287	13541
2986	44300	13526
2987	44313	13510
2988	44327	13495
2989	44341	13480
2990	44359	13466
2991	44373	13451
2992	44386	13436
2993	44400	13420
2994	44413	13405
2995	44430	13391
2996	44443	13376
2997	44457	13361
2998	44471	13345
2999	44485	13330
3000	44503	13317
3001	44516	13301
3002	44528	13286
3003	44541	13270
3004	44554	13255
3005	44572	13241
3006	44586	13226
3007	44600	13211
3008	44613	13195
3009	44626	13180
3010	44645	13166
3011	44657	13151
3012	44672	13136
3013	44684	13120
3014	44697	13105
3015	44714	13091
3016	44727	13075
3017	44740	13060
3018	44752	13044
3019	44765	13029
3020	44781	13015
3021	44794	12999
3022	44808	12984
3023	44821	12969
3024	44834	12953
3025	44852	12939
3026	44865	12924
3027	44879	12909
3028	44892	12894
3029	44906	12879
3030	44923	12865
3031	44936	12849
3032	44950	12834
3033	44963	12819
3034	44976	12803
3035	44994	12789
3036	45006	12774
3037	45018	12758
3038	45031	12743
3039	45044	12727
3040	45061	12713
3041	45074	12698
3042	45087	12683
3043	45100	12667
3044	45113	12652
3045	45131	12638
3046	45146	12623
3047	45159	12608
3048	45174	12593
3049	45188	12578
3050	45206	12564
3051	45220	12549
3052	45234	12534
3053	45248	12519
3054	45263	12504
3055	45281	12490
3056	45295	12475
3057	45310	12461
3058	45323	12445
3059	45337	12430
3060	45355	12416
3061	45370	12402
3062	45384	12387
3063	45399	12372
3064	45415	12357
3065	45433	12343
3066	45447	12328
3067	45462	12313
3068	45476	12299
3069	45492	12284
3070	45511	12270
3071	45526	12256
3072	45543	12241
3073	45558	12226
3074	45573	12212
3075	45591	12198
3076	45603	12182
3077	45615	12167
3078	45628	12151
3079	45641	12136
3080	45659	12122
3081	45675	12107
3082	45690	12093
3083	45702	12077
3084	45716	12062
3085	45734	12048
3086	45749	12033
3087	45763	12018
3088	45776	12003
3089	45790	11988
3090	45807	11974
3091	45820	11958
3092	45833	11943
3093	45845	11928
3094	45858	11912
3095	45876	11898
3096	45888	11883
3097	45901	11868
3098	45915	11852
3099	45927	11837
3100	45943	11822
3101	45956	11807
3102	45969	11792
3103	45981	11776
3104	45995	11761
3105	46012	11747
3106	46026	11732
3107	46039	11717
3108	46052	11701
3109	46068	11687
3110	46087	11673
3111	46102	11659
3112	46118	11644
3113	46132	11629
3114	46146	11614
3115	46164	11600
3116	46177	11585
3117	46190	11569
3118	46205	11555
3119	46220	11540
3120	46239	11526
3121	46256	11512
3122	46273	11497
3123	46287	11482
3124	46301	11467
3125	46318	11453
3126	46333	11439
3127	46349	11424
3128	46364	11409
3129	46379	11394
3130	46398	11380
3131	46411	11365
3132	46425	11350
3133	46438	11335
3134	46451	11320
3135	46469	11306
3136	46482	11290
3137	46494	11275
3138	46507	11260
3139	46523	11245
3140	46542	11231
3141	46561	11217
3142	46578	11203
3143	46594	11189
3144	46609	11174
3145	46627	11160
3146	46643	11145
3147	46659	11131
3148	46674	11116
3149	46688	11101
3150	46705	11087
3151	46719	11072
3152	46732	11057
3153	46746	11041
3154	46759	11026
3155	46778	11012
3156	46792	10997
3157	46806	10982
3158	46820	10967
3159	46836	10953
3160	46858	10940
3161	46874	10925
3162	46887	10910
3163	46901	10895
3164	46914	10879
3165	46943	10868
3166	46959	10853
3167	46978	10840
3168	46997	10826
3169	47018	10812
3170	47038	10799
3171	47052	10784
3172	47067	10769
3173	47081	10754
3174	47096	10739
3175	47117	10726
3176	47133	10711
3177	47146	10696
3178	47160	10681
3179	47174	10666
3180	47192	10652
3181	47206	10637
3182	47219	10621
3183	47233	10606
3184	47246	10591
3185	47263	10577
3186	47276	10561
3187	47293	10547
3188	47311	10533
3189	47328	10519
3190	47350	10505
3191	47363	10490
3192	47378	10475
3193	47395	10461
3194	47409	10446
3195	47426	10431
3196	47438	10416
3197	47452	10401
3198	47465	10386
3199	47480	10371
3200	47498	10357
3201	47513	10342
3202	47526	10327
3203	47541	10312
3204	47554	10297
3205	47572	10283
3206	47587	10268
3207	47602	10253
3208	47616	10238
3209	47629	10223
3210	47649	10209
3211	47664	10194
3212	47678	10179
3213	47693	10164
3214	47708	10150
3215	47727	10136
3216	47742	10121
3217	47757	10106
3218	47773	10091
3219	47788	10077
